sample,iterations,resolved_fraction,certified_high_recall,certified_high_count,certified_low_count,mean_bound_over_mean_abs_error,relative_l2_correction_error,max_bound_excess_over_error_scale,false_high,false_low,bound_violations
0,5,0.0,0.0,0,0,80.15833864427114,1.2878324409226494,0.0,0,0,0
0,10,0.0,0.0,0,0,156.36902986232764,1.0082532006742948,0.0,0,0,0
0,20,0.0,0.0,0,0,9.16963307351224,0.019474212339206983,0.0,0,0,0
0,40,0.997802734375,0.9902439024390244,406,3681,0.007355432244897547,1.404079862128428e-05,0.0,0,0,0
0,80,1.0,1.0,410,3686,6.511304208974112e-09,8.830840432510368e-12,0.0,0,0,0
1,5,0.0,0.0,0,0,46.25756637634906,1.0297299089175955,0.0,0,0,0
1,10,0.0,0.0,0,0,70.72923184234345,0.2524231272382301,0.0,0,0,0
1,20,0.09130859375,0.00975609756097561,4,370,1.1234552635650517,0.010367944702107987,0.0,0,0,0
1,40,0.9990234375,0.9975609756097561,409,3683,0.0028840529139257305,1.919940617786207e-06,0.0,0,0,0
1,80,1.0,1.0,410,3686,1.1254364894713502e-09,8.354877113237156e-12,0.0,0,0,0
2,5,0.0,0.0,0,0,257.75255229234267,0.3305578677739263,0.0,0,0,0
2,10,0.0,0.0,0,0,50.96585769170105,0.20275253131348905,0.0,0,0,0
2,20,0.0,0.0,0,0,34.27491170824997,0.025431561035347702,0.0,0,0,0
2,40,0.997802734375,0.9878048780487805,405,3682,0.013092462543205556,9.014537400186946e-06,0.0,0,0,0
2,80,1.0,1.0,410,3686,3.8250732527033955e-08,4.5177502241542566e-11,0.0,0,0,0
3,5,0.0,0.0,0,0,91.36604610587143,0.6511975698894777,0.0,0,0,0
3,10,0.0,0.0,0,0,183.56811877081657,0.31232128525265507,0.0,0,0,0
3,20,0.0,0.0,0,0,5.15604296609048,0.02592063413452112,0.0,0,0,0
3,40,0.996826171875,0.9780487804878049,401,3682,0.0038436711868361515,3.3765113468832596e-05,0.0,0,0,0
3,80,1.0,1.0,410,3686,7.985264211545189e-08,7.114066146535084e-11,0.0,0,0,0
4,5,0.0,0.0,0,0,17.525129107634896,0.39249335058320217,0.0,0,0,0
4,10,0.0,0.0,0,0,5.929904903449797,0.16676057641053205,0.0,0,0,0
4,20,0.903076171875,0.6365853658536585,261,3438,0.2585414079064824,0.00046801758749693715,0.0,0,0,0
