sample,iterations,iterations_executed,cg_info,bound,a_min,actual_contrast,resolved_fraction,all_cells_resolved,certified_top10_recall,certified_high_count,certified_low_count,mean_bound_over_mean_abs_error,flux_to_baseline_bound_ratio,corrected_prediction_relative_l2,relative_l2_correction_error,same_A_identity_relative_error,numeric_tolerance,false_high,false_low,bound_violations,raw_positive_bound_exceedances,max_positive_bound_excess_over_error_scale,positive_flux_excess_over_baseline_bound,baseline_flags_lost_by_flux
6,40,40,40,baseline,1.0,100.0,0.994140625,False,0.9611650485436893,99,919,0.010991211514522032,0.31200900311394264,1.7417959164381816e-06,4.277313947859537e-05,3.454782953586583e-14,1.513785530670899e-13,0,0,0,0,0.0,0.0,0
6,40,40,40,equilibrated_flux,1.0,100.0,1.0,True,1.0,103,921,0.003429356947660506,0.31200900311394264,1.7417959164381816e-06,4.277313947859537e-05,3.454782953586583e-14,1.513785530670899e-13,0,0,0,0,0.0,0.0,0
7,20,20,20,baseline,1.0,100.0,0.3955078125,False,0.18446601941747573,19,386,0.8584326227726677,0.3169819797467584,0.0001521920702761463,0.004711347724367329,4.795736765662541e-14,1.6681163854046248e-13,0,0,0,0,0.0,0.0,0
7,20,20,20,equilibrated_flux,1.0,100.0,0.8916015625,False,0.5922330097087378,61,852,0.2721076722456825,0.3169819797467584,0.0001521920702761463,0.004711347724367329,4.795736765662541e-14,1.6681163854046248e-13,0,0,0,0,0.0,0.0,0
7,40,40,40,baseline,1.0,100.0,0.998046875,False,0.9902912621359223,102,920,0.013085653183226742,0.33324993041860224,1.86084072903643e-06,5.760528599329594e-05,4.795736765662541e-14,1.6681163854046248e-13,0,0,0,0,0.0,0.0,0
7,40,40,40,equilibrated_flux,1.0,100.0,1.0,True,1.0,103,921,0.004360793012792273,0.33324993041860224,1.86084072903643e-06,5.760528599329594e-05,4.795736765662541e-14,1.6681163854046248e-13,0,0,0,0,0.0,0.0,0
8,20,20,20,baseline,1.0,100.0,0.0654296875,False,0.0,0,67,1.1497609102279378,0.30844287936022113,0.00028730431224932075,0.00824536401786215,4.5909196908244776e-14,1.384000528541273e-13,0,0,0,0,0.0,0.0,0
8,20,20,20,equilibrated_flux,1.0,100.0,0.787109375,False,0.34951456310679613,36,770,0.35463556572653393,0.30844287936022113,0.00028730431224932075,0.00824536401786215,4.5909196908244776e-14,1.384000528541273e-13,0,0,0,0,0.0,0.0,0
8,40,40,40,baseline,1.0,100.0,0.9931640625,False,0.9611650485436893,99,918,0.015744739858346887,0.3250818456357039,2.462263012622017e-06,7.066463669782505e-05,4.5909196908244776e-14,1.384000528541273e-13,0,0,0,0,0.0,0.0,0
8,40,40,40,equilibrated_flux,1.0,100.0,0.998046875,False,0.9902912621359223,102,920,0.0051183290922054364,0.3250818456357039,2.462263012622017e-06,7.066463669782505e-05,4.5909196908244776e-14,1.384000528541273e-13,0,0,0,0,0.0,0.0,0
9,20,20,20,baseline,1.0,100.0,0.4990234375,False,0.038834951456310676,4,507,0.7549908973094696,0.302684485337105,0.0001542264917010051,0.0037626966928347863,4.152768531477468e-14,1.3978283809798538e-13,0,0,0,0,0.0,0.0,0
9,20,20,20,equilibrated_flux,1.0,100.0,0.869140625,False,0.4854368932038835,50,840,0.22852403118631587,0.302684485337105,0.0001542264917010051,0.0037626966928347863,4.152768531477468e-14,1.3978283809798538e-13,0,0,0,0,0.0,0.0,0
9,40,40,40,baseline,1.0,100.0,0.998046875,False,0.9902912621359223,102,920,0.010931589518115549,0.3107728498155016,1.9480484906669823e-06,4.75269555344384e-05,4.152768531477468e-14,1.3978283809798538e-13,0,0,0,0,0.0,0.0,0
9,40,40,40,equilibrated_flux,1.0,100.0,1.0,True,1.0,103,921,0.0033972412275580337,0.3107728498155016,1.9480484906669823e-06,4.75269555344384e-05,4.152768531477468e-14,1.3978283809798538e-13,0,0,0,0,0.0,0.0,0
10,20,20,20,baseline,1.0,100.0,0.673828125,False,0.11650485436893204,12,678,0.5173648989146926,0.33626694713932564,0.00013858436256135355,0.002898195070803697,5.0399302725836414e-14,1.5632044015892536e-13,0,0,0,0,0.0,0.0,0
10,20,20,20,equilibrated_flux,1.0,100.0,0.9033203125,False,0.6310679611650486,65,860,0.1739727151150895,0.33626694713932564,0.00013858436256135355,0.002898195070803697,5.0399302725836414e-14,1.5632044015892536e-13,0,0,0,0,0.0,0.0,0
10,40,40,40,baseline,1.0,100.0,0.9951171875,False,0.9805825242718447,101,918,0.00729479042927132,0.33351260990754217,1.6918090484871088e-06,3.53805620954985e-05,5.0399302725836414e-14,1.5632044015892536e-13,0,0,0,0,0.0,0.0,0
10,40,40,40,equilibrated_flux,1.0,100.0,1.0,True,1.0,103,921,0.0024329045947948376,0.33351260990754217,1.6918090484871088e-06,3.53805620954985e-05,5.0399302725836414e-14,1.5632044015892536e-13,0,0,0,0,0.0,0.0,0
11,20,20,20,baseline,1.0,100.0,0.6865234375,False,0.23300970873786409,24,679,0.4471298435689664,0.313126898839366,0.00014155093601430884,0.0023467086627486445,5.4657354877258747e-14,1.8286188277913473e-13,0,0,0,0,0.0,0.0,0
11,20,20,20,equilibrated_flux,1.0,100.0,0.890625,False,0.6601941747572816,68,844,0.1400083812952813,0.313126898839366,0.00014155093601430884,0.0023467086627486445,5.4657354877258747e-14,1.8286188277913473e-13,0,0,0,0,0.0,0.0,0
11,40,40,40,baseline,1.0,100.0,0.9951171875,False,0.9805825242718447,101,918,0.006154806302252119,0.3194587670578399,1.33921410411042e-06,2.220222223807462e-05,5.4657354877258747e-14,1.8286188277913473e-13,0,0,0,0,0.0,0.0,0
11,40,40,40,equilibrated_flux,1.0,100.0,0.99609375,False,0.9805825242718447,101,919,0.0019662068327972845,0.3194587670578399,1.33921410411042e-06,2.220222223807462e-05,5.4657354877258747e-14,1.8286188277913473e-13,0,0,0,0,0.0,0.0,0
12,20,20,20,baseline,1.0,100.0,0.1328125,False,0.02912621359223301,3,133,1.0100811538470897,0.3064543126946938,0.00024260773341143972,0.006388495204188145,2.3466176654940638e-14,1.5300737191560391e-13,0,0,0,0,0.0,0.0,0
