sample,iterations,iterations_executed,cg_info,bound,a_min,actual_contrast,resolved_fraction,all_cells_resolved,certified_top10_recall,certified_high_count,certified_low_count,mean_bound_over_mean_abs_error,flux_to_baseline_bound_ratio,corrected_prediction_relative_l2,relative_l2_correction_error,same_A_identity_relative_error,numeric_tolerance,false_high,false_low,bound_violations,raw_positive_bound_exceedances,max_positive_bound_excess_over_error_scale,positive_flux_excess_over_baseline_bound,baseline_flags_lost_by_flux
12,20,20,20,equilibrated_flux,1.0,100.0,0.8095703125,False,0.32038834951456313,33,796,0.30954372576807326,0.3064543126946938,0.00024260773341143972,0.006388495204188145,2.3466176654940638e-14,1.5300737191560391e-13,0,0,0,0,0.0,0.0,0
12,40,40,40,baseline,1.0,100.0,0.98828125,False,0.9514563106796117,98,914,0.012474265804832787,0.317464512287649,2.1243997358049637e-06,5.594099303081196e-05,2.3466176654940638e-14,1.5300737191560391e-13,0,0,0,0,0.0,0.0,0
12,40,40,40,equilibrated_flux,1.0,100.0,0.9951171875,False,0.9805825242718447,101,918,0.003960136709877738,0.317464512287649,2.1243997358049637e-06,5.594099303081196e-05,2.3466176654940638e-14,1.5300737191560391e-13,0,0,0,0,0.0,0.0,0
13,20,20,20,baseline,1.0,100.0,0.0634765625,False,0.0,0,65,1.0727352562694175,0.31388119386155994,0.0002200539911629106,0.008588425166592023,2.5242757065059385e-14,1.2456927433177958e-13,0,0,0,0,0.0,0.0,0
13,20,20,20,equilibrated_flux,1.0,100.0,0.75,False,0.18446601941747573,19,749,0.3367114229352312,0.31388119386155994,0.0002200539911629106,0.008588425166592023,2.5242757065059385e-14,1.2456927433177958e-13,0,0,0,0,0.0,0.0,0
13,40,40,40,baseline,1.0,100.0,0.990234375,False,0.9514563106796117,98,916,0.01356195141711527,0.3337521315972395,1.603047563570484e-06,6.256489130458974e-05,2.5242757065059385e-14,1.2456927433177958e-13,0,0,0,0,0.0,0.0,0
13,40,40,40,equilibrated_flux,1.0,100.0,0.998046875,False,0.9902912621359223,102,920,0.004526330194080425,0.3337521315972395,1.603047563570484e-06,6.256489130458974e-05,2.5242757065059385e-14,1.2456927433177958e-13,0,0,0,0,0.0,0.0,0
14,20,20,20,baseline,1.0,100.0,0.5986328125,False,0.0,0,613,0.8126688685231538,0.31919777355933227,0.00023887001167314687,0.0051598187305001006,2.2491726709684036e-14,1.5544481916301207e-13,0,0,0,0,0.0,0.0,0
14,20,20,20,equilibrated_flux,1.0,100.0,0.8310546875,False,0.05825242718446602,6,845,0.25940209347357246,0.31919777355933227,0.00023887001167314687,0.0051598187305001006,2.2491726709684036e-14,1.5544481916301207e-13,0,0,0,0,0.0,0.0,0
14,40,40,40,baseline,1.0,100.0,0.990234375,False,0.9514563106796117,98,916,0.011283665865021374,0.32409597489984315,2.7121616623622223e-06,5.858526337226366e-05,2.2491726709684036e-14,1.5544481916301207e-13,0,0,0,0,0.0,0.0,0
14,40,40,40,equilibrated_flux,1.0,100.0,0.9970703125,False,0.9902912621359223,102,919,0.0036569906889681843,0.32409597489984315,2.7121616623622223e-06,5.858526337226366e-05,2.2491726709684036e-14,1.5544481916301207e-13,0,0,0,0,0.0,0.0,0
15,20,20,20,baseline,1.0,100.0,0.7568359375,False,0.4368932038834951,45,730,0.8570139384574426,0.3391201595504113,0.00013431491985141706,0.003456590998177082,2.876183489068112e-14,1.6545631629466281e-13,0,0,0,0,0.0,0.0,0
15,20,20,20,equilibrated_flux,1.0,100.0,0.951171875,False,0.7572815533980582,78,896,0.2906307035466143,0.3391201595504113,0.00013431491985141706,0.003456590998177082,2.876183489068112e-14,1.6545631629466281e-13,0,0,0,0,0.0,0.0,0
15,40,40,40,baseline,1.0,100.0,1.0,True,1.0,103,921,0.012512309165299933,0.32951010878479203,1.631998049206285e-06,4.19994277045526e-05,2.876183489068112e-14,1.6545631629466281e-13,0,0,0,0,0.0,0.0,0
15,40,40,40,equilibrated_flux,1.0,100.0,1.0,True,1.0,103,921,0.004122932354206931,0.32951010878479203,1.631998049206285e-06,4.19994277045526e-05,2.876183489068112e-14,1.6545631629466281e-13,0,0,0,0,0.0,0.0,0
16,20,20,20,baseline,1.0,100.0,0.6591796875,False,0.02912621359223301,3,672,0.4899736297718381,0.3107166893281378,0.00010790010460114637,0.0031413729336113297,2.5630433600453025e-14,1.3426567918733646e-13,0,0,0,0,0.0,0.0,0
16,20,20,20,equilibrated_flux,1.0,100.0,0.8857421875,False,0.39805825242718446,41,866,0.15224298410079623,0.3107166893281378,0.00010790010460114637,0.0031413729336113297,2.5630433600453025e-14,1.3426567918733646e-13,0,0,0,0,0.0,0.0,0
16,40,40,40,baseline,1.0,100.0,0.9951171875,False,0.9805825242718447,101,918,0.003963045740641488,0.3728983146288782,7.772489055359896e-07,2.2628603406463993e-05,2.5630433600453025e-14,1.3426567918733646e-13,0,0,0,0,0.0,0.0,0
16,40,40,40,equilibrated_flux,1.0,100.0,1.0,True,1.0,103,921,0.0014778130774823655,0.3728983146288782,7.772489055359896e-07,2.2628603406463993e-05,2.5630433600453025e-14,1.3426567918733646e-13,0,0,0,0,0.0,0.0,0
17,20,20,20,baseline,1.0,100.0,0.7451171875,False,0.2621359223300971,27,736,0.5057844476029356,0.2952600677271423,0.0001700138337214472,0.0029233212609623793,1.605621451756909e-14,3.016839215777722e-13,0,0,0,0,0.0,0.0,0
17,20,20,20,equilibrated_flux,1.0,100.0,0.9248046875,False,0.6504854368932039,67,880,0.14933795025457797,0.2952600677271423,0.0001700138337214472,0.0029233212609623793,1.605621451756909e-14,3.016839215777722e-13,0,0,0,0,0.0,0.0,0
17,40,40,40,baseline,1.0,100.0,0.998046875,False,0.9902912621359223,102,920,0.0032708158290513717,0.38962245269328843,1.0115754100246748e-06,1.7393642849262735e-05,1.605621451756909e-14,3.016839215777722e-13,0,0,0,0,0.0,0.0,0
17,40,40,40,equilibrated_flux,1.0,100.0,1.0,True,1.0,103,921,0.0012743832856230274,0.38962245269328843,1.0115754100246748e-06,1.7393642849262735e-05,1.605621451756909e-14,3.016839215777722e-13,0,0,0,0,0.0,0.0,0
18,20,20,20,baseline,1.0,100.0,0.0634765625,False,0.0,0,65,0.9685289413815138,0.33362937620848726,0.0002284398796555694,0.007282982394366126,5.0478296091875096e-14,1.4767422010912482e-13,0,0,0,0,0.0,0.0,0
18,20,20,20,equilibrated_flux,1.0,100.0,0.681640625,False,0.13592233009708737,14,684,0.3231297065529809,0.33362937620848726,0.0002284398796555694,0.007282982394366126,5.0478296091875096e-14,1.4767422010912482e-13,0,0,0,0,0.0,0.0,0
18,40,40,40,baseline,1.0,100.0,0.9921875,False,0.9611650485436893,99,917,0.012266604520250291,0.3280703193249373,1.7894767760739727e-06,5.7051018740392396e-05,5.0478296091875096e-14,1.4767422010912482e-13,0,0,0,0,0.0,0.0,0
18,40,40,40,equilibrated_flux,1.0,100.0,0.998046875,False,0.9902912621359223,102,920,0.004024308861991232,0.3280703193249373,1.7894767760739727e-06,5.7051018740392396e-05,5.0478296091875096e-14,1.4767422010912482e-13,0,0,0,0,0.0,0.0,0
19,20,20,20,baseline,1.0,100.0,0.166015625,False,0.038834951456310676,4,166,0.8979333559047147,0.314785406737253,0.0001551384822970381,0.004718553179467217,2.1784070640583784e-14,1.4995596830623708e-13,0,0,0,0,0.0,0.0,0
19,20,20,20,equilibrated_flux,1.0,100.0,0.7763671875,False,0.32038834951456313,33,762,0.28265631666141217,0.314785406737253,0.0001551384822970381,0.004718553179467217,2.1784070640583784e-14,1.4995596830623708e-13,0,0,0,0,0.0,0.0,0
19,40,40,40,baseline,1.0,100.0,0.998046875,False,0.9902912621359223,102,920,0.009500605840946603,0.31945513930651276,1.4002017830051823e-06,4.258728380781315e-05,2.1784070640583784e-14,1.4995596830623708e-13,0,0,0,0,0.0,0.0,0
19,40,40,40,equilibrated_flux,1.0,100.0,1.0,True,1.0,103,921,0.003035017362415866,0.31945513930651276,1.4002017830051823e-06,4.258728380781315e-05,2.1784070640583784e-14,1.4995596830623708e-13,0,0,0,0,0.0,0.0,0
20,20,20,20,baseline,1.0,100.0,0.1650390625,False,0.019417475728155338,2,167,1.0450716883268818,0.32367472608862313,0.00019020619490691534,0.005910753368446403,2.402689022780037e-14,1.4530817923131865e-13,0,0,0,0,0.0,0.0,0
20,20,20,20,equilibrated_flux,1.0,100.0,0.794921875,False,0.24271844660194175,25,789,0.33826329246217846,0.32367472608862313,0.00019020619490691534,0.005910753368446403,2.402689022780037e-14,1.4530817923131865e-13,0,0,0,0,0.0,0.0,0
20,40,40,40,baseline,1.0,100.0,0.98828125,False,0.9223300970873787,95,917,0.014431994742200917,0.3089186802173369,1.4878929592062144e-06,4.623702358809072e-05,2.402689022780037e-14,1.4530817923131865e-13,0,0,0,0,0.0,0.0,0
20,40,40,40,equilibrated_flux,1.0,100.0,0.9951171875,False,0.9805825242718447,101,918,0.004458312768664252,0.3089186802173369,1.4878929592062144e-06,4.623702358809072e-05,2.402689022780037e-14,1.4530817923131865e-13,0,0,0,0,0.0,0.0,0
21,20,20,20,baseline,1.0,100.0,0.646484375,False,0.0,0,662,0.4272682311277958,0.3182673663233236,0.00011814908249275812,0.0025411962203762007,3.214187831747595e-14,1.5446555397893893e-13,0,0,0,0,0.0,0.0,0
21,20,20,20,equilibrated_flux,1.0,100.0,0.8759765625,False,0.5145631067961165,53,844,0.13598553463466867,0.3182673663233236,0.00011814908249275812,0.0025411962203762007,3.214187831747595e-14,1.5446555397893893e-13,0,0,0,0,0.0,0.0,0
21,40,40,40,baseline,1.0,100.0,0.998046875,False,0.9902912621359223,102,920,0.0038060410728996065,0.3527303703992242,8.027534481539588e-07,1.7265932035216585e-05,3.214187831747595e-14,1.5446555397893893e-13,0,0,0,0,0.0,0.0,0
21,40,40,40,equilibrated_flux,1.0,100.0,1.0,True,1.0,103,921,0.0013425062773985389,0.3527303703992242,8.027534481539588e-07,1.7265932035216585e-05,3.214187831747595e-14,1.5446555397893893e-13,0,0,0,0,0.0,0.0,0
22,20,20,20,baseline,1.0,100.0,0.0,False,0.0,0,0,1.597017740703602,0.32095516531857743,0.00034774775353734675,0.009029818956543636,4.77151121198688e-14,1.2884776687097833e-13,0,0,0,0,0.0,0.0,0
22,20,20,20,equilibrated_flux,1.0,100.0,0.537109375,False,0.05825242718446602,6,544,0.5125710929842257,0.32095516531857743,0.00034774775353734675,0.009029818956543636,4.77151121198688e-14,1.2884776687097833e-13,0,0,0,0,0.0,0.0,0
22,40,40,40,baseline,1.0,100.0,0.9765625,False,0.8543689320388349,88,912,0.025235585078673184,0.3179586769330912,4.077634403055809e-06,0.00010588220931992618,4.77151121198688e-14,1.2884776687097833e-13,0,0,0,0,0.0,0.0,0
22,40,40,40,equilibrated_flux,1.0,100.0,0.9912109375,False,0.941747572815534,97,918,0.008023873243247381,0.3179586769330912,4.077634403055809e-06,0.00010588220931992618,4.77151121198688e-14,1.2884776687097833e-13,0,0,0,0,0.0,0.0,0
23,20,20,20,baseline,1.0,100.0,0.0,False,0.0,0,0,1.31945256262502,0.32484553182990267,0.0002549097871205305,0.009353848158253032,2.1497209767213076e-14,1.4042551334279763e-13,0,0,0,0,0.0,0.0,0
23,20,20,20,equilibrated_flux,1.0,100.0,0.75390625,False,0.18446601941747573,19,753,0.42861826943025266,0.32484553182990267,0.0002549097871205305,0.009353848158253032,2.1497209767213076e-14,1.4042551334279763e-13,0,0,0,0,0.0,0.0,0
23,40,40,40,baseline,1.0,100.0,0.9921875,False,0.9805825242718447,101,915,0.01601709387759199,0.3304058417059341,2.1595377882336516e-06,7.924367593461023e-05,2.1497209767213076e-14,1.4042551334279763e-13,0,0,0,0,0.0,0.0,0
23,40,40,40,equilibrated_flux,1.0,100.0,0.994140625,False,0.9902912621359223,102,916,0.005292141384308745,0.3304058417059341,2.1595377882336516e-06,7.924367593461023e-05,2.1497209767213076e-14,1.4042551334279763e-13,0,0,0,0,0.0,0.0,0
24,20,20,20,baseline,1.0,100.0,0.04296875,False,0.0,0,44,1.008504443480942,0.33507194985807903,0.00020739667113726075,0.007467264795974109,3.367820376849708e-14,1.4070461069330156e-13,0,0,0,0,0.0,0.0,0
24,20,20,20,equilibrated_flux,1.0,100.0,0.7265625,False,0.3786407766990291,39,705,0.33792155031769616,0.33507194985807903,0.00020739667113726075,0.007467264795974109,3.367820376849708e-14,1.4070461069330156e-13,0,0,0,0,0.0,0.0,0
24,40,40,40,baseline,1.0,100.0,0.982421875,False,0.912621359223301,94,912,0.01564026653217796,0.32100527339905416,2.1429791916427257e-06,7.715742489282517e-05,3.367820376849708e-14,1.4070461069330156e-13,0,0,0,0,0.0,0.0,0
24,40,40,40,equilibrated_flux,1.0,100.0,0.99609375,False,0.9805825242718447,101,919,0.005020608034195863,0.32100527339905416,2.1429791916427257e-06,7.715742489282517e-05,3.367820376849708e-14,1.4070461069330156e-13,0,0,0,0,0.0,0.0,0
25,20,20,20,baseline,1.0,100.0,0.3115234375,False,0.04854368932038835,5,314,0.9278324142540714,0.32932112983789574,0.00011536972553220966,0.0047555292161278635,3.525207800350573e-14,1.4564413855850804e-13,0,0,0,0,0.0,0.0,0
25,20,20,20,equilibrated_flux,1.0,100.0,0.8388671875,False,0.49514563106796117,51,808,0.30555481896237335,0.32932112983789574,0.00011536972553220966,0.0047555292161278635,3.525207800350573e-14,1.4564413855850804e-13,0,0,0,0,0.0,0.0,0
25,40,40,40,baseline,1.0,100.0,0.9931640625,False,0.9805825242718447,101,916,0.013384898752538305,0.3259463082492678,1.2699439024780295e-06,5.2346968004135084e-05,3.525207800350573e-14,1.4564413855850804e-13,0,0,0,0,0.0,0.0,0
25,40,40,40,equilibrated_flux,1.0,100.0,0.998046875,False,0.9902912621359223,102,920,0.0043627583346800905,0.3259463082492678,1.2699439024780295e-06,5.2346968004135084e-05,3.525207800350573e-14,1.4564413855850804e-13,0,0,0,0,0.0,0.0,0
26,20,20,20,baseline,1.0,100.0,0.0224609375,False,0.22330097087378642,23,0,1.7418959743519706,0.32026209703984576,0.0003789249296076305,0.011017462002661349,5.473965666883254e-14,1.563760813569082e-13,0,0,0,0,0.0,0.0,0
26,20,20,20,equilibrated_flux,1.0,100.0,0.712890625,False,0.4563106796116505,47,683,0.5578632575712276,0.32026209703984576,0.0003789249296076305,0.011017462002661349,5.473965666883254e-14,1.563760813569082e-13,0,0,0,0,0.0,0.0,0
26,40,40,40,baseline,1.0,100.0,0.9912109375,False,0.9611650485436893,99,916,0.02402877595928078,0.316200985899642,3.1195832630811044e-06,9.070369189142237e-05,5.473965666883254e-14,1.563760813569082e-13,0,0,0,0,0.0,0.0,0
26,40,40,40,equilibrated_flux,1.0,100.0,0.9970703125,False,0.9805825242718447,101,920,0.007597922648286199,0.316200985899642,3.1195832630811044e-06,9.070369189142237e-05,5.473965666883254e-14,1.563760813569082e-13,0,0,0,0,0.0,0.0,0
27,20,20,20,baseline,1.0,100.0,0.75390625,False,0.08737864077669903,9,763,0.5298245439826353,0.31571256752405197,0.00023891743051675067,0.0032513019628817004,3.80825933617812e-14,2.1798648028259334e-13,0,0,0,0,0.0,0.0,0
27,20,20,20,equilibrated_flux,1.0,100.0,0.9169921875,False,0.6019417475728155,62,877,0.16727226711801776,0.31571256752405197,0.00023891743051675067,0.0032513019628817004,3.80825933617812e-14,2.1798648028259334e-13,0,0,0,0,0.0,0.0,0
27,40,40,40,baseline,1.0,100.0,0.9970703125,False,0.9902912621359223,102,919,0.0071522171561641664,0.3144983214651674,2.052861943638062e-06,2.7936321148464028e-05,3.80825933617812e-14,2.1798648028259334e-13,0,0,0,0,0.0,0.0,0
27,40,40,40,equilibrated_flux,1.0,100.0,1.0,True,1.0,103,921,0.0022493602903680032,0.3144983214651674,2.052861943638062e-06,2.7936321148464028e-05,3.80825933617812e-14,2.1798648028259334e-13,0,0,0,0,0.0,0.0,0
28,20,20,20,baseline,1.0,100.0,0.146484375,False,0.038834951456310676,4,146,0.7859026162638135,0.3197165891403258,0.0002149893555822283,0.0051215768030373945,2.879567153765798e-14,1.3837497348019455e-13,0,0,0,0,0.0,0.0,0
28,20,20,20,equilibrated_flux,1.0,100.0,0.71875,False,0.39805825242718446,41,695,0.25126610386832476,0.3197165891403258,0.0002149893555822283,0.0051215768030373945,2.879567153765798e-14,1.3837497348019455e-13,0,0,0,0,0.0,0.0,0
28,40,40,40,baseline,1.0,100.0,0.990234375,False,0.9514563106796117,98,916,0.010376877553034259,0.3257598123768607,1.8338159346068588e-06,4.368601936720457e-05,2.879567153765798e-14,1.3837497348019455e-13,0,0,0,0,0.0,0.0,0
28,40,40,40,equilibrated_flux,1.0,100.0,0.99609375,False,0.9805825242718447,101,919,0.003380369684734097,0.3257598123768607,1.8338159346068588e-06,4.368601936720457e-05,2.879567153765798e-14,1.3837497348019455e-13,0,0,0,0,0.0,0.0,0
29,20,20,20,baseline,1.0,100.0,0.4228515625,False,0.0,0,433,0.8730047412665904,0.3304221614247325,0.00015790163580104824,0.005310682716829357,7.47539671880129e-14,1.4638543746418363e-13,0,0,0,0,0.0,0.0,0
29,20,20,20,equilibrated_flux,1.0,100.0,0.82421875,False,0.22330097087378642,23,821,0.2884601135433462,0.3304221614247325,0.00015790163580104824,0.005310682716829357,7.47539671880129e-14,1.4638543746418363e-13,0,0,0,0,0.0,0.0,0
29,40,40,40,baseline,1.0,100.0,0.990234375,False,0.941747572815534,97,917,0.010906932131073738,0.3383061570795228,1.596055078080802e-06,5.367988795849204e-05,7.47539671880129e-14,1.4638543746418363e-13,0,0,0,0,0.0,0.0,0
29,40,40,40,equilibrated_flux,1.0,100.0,0.9931640625,False,0.9514563106796117,98,919,0.0036898822947907263,0.3383061570795228,1.596055078080802e-06,5.367988795849204e-05,7.47539671880129e-14,1.4638543746418363e-13,0,0,0,0,0.0,0.0,0
30,20,20,20,baseline,1.0,100.0,0.2783203125,False,0.0,0,285,0.9689378991333869,0.329235506377132,0.000324574242038173,0.005782186981690112,3.393274528128865e-14,1.5603592215089543e-13,0,0,0,0,0.0,0.0,0
30,20,20,20,equilibrated_flux,1.0,100.0,0.79296875,False,0.4368932038834951,45,767,0.3190087598691751,0.329235506377132,0.000324574242038173,0.005782186981690112,3.393274528128865e-14,1.5603592215089543e-13,0,0,0,0,0.0,0.0,0
30,40,40,40,baseline,1.0,100.0,0.9892578125,False,0.970873786407767,100,913,0.015520079950857735,0.31829601304534294,3.064854335684624e-06,5.459940606885719e-05,3.393274528128865e-14,1.5603592215089543e-13,0,0,0,0,0.0,0.0,0
30,40,40,40,equilibrated_flux,1.0,100.0,0.9970703125,False,0.9902912621359223,102,919,0.004939979570502978,0.31829601304534294,3.064854335684624e-06,5.459940606885719e-05,3.393274528128865e-14,1.5603592215089543e-13,0,0,0,0,0.0,0.0,0
31,20,20,20,baseline,1.0,100.0,0.0615234375,False,0.24271844660194175,25,38,1.16972589496409,0.32220497079528404,0.0004161785395399974,0.008131009328112131,1.6334350426280567e-14,1.90550162563742e-13,0,0,0,0,0.0,0.0,0
31,20,20,20,equilibrated_flux,1.0,100.0,0.9111328125,False,0.7378640776699029,76,857,0.37689149782539216,0.32220497079528404,0.0004161785395399974,0.008131009328112131,1.6334350426280567e-14,1.90550162563742e-13,0,0,0,0,0.0,0.0,0
31,40,40,40,baseline,1.0,100.0,0.9970703125,False,0.9805825242718447,101,920,0.014041800588883933,0.3404718126574558,3.26397142394276e-06,6.376922299771916e-05,1.6334350426280567e-14,1.90550162563742e-13,0,0,0,0,0.0,0.0,0
31,40,40,40,equilibrated_flux,1.0,100.0,0.998046875,False,0.9902912621359223,102,920,0.004780837299471844,0.3404718126574558,3.26397142394276e-06,6.376922299771916e-05,1.6334350426280567e-14,1.90550162563742e-13,0,0,0,0,0.0,0.0,0
32,20,20,20,baseline,1.0,100.0,0.16796875,False,0.0,0,172,0.9216316280649983,0.2991492984941872,0.0001973428101217186,0.005228771665647416,2.9997568562017945e-14,1.2106766155126193e-13,0,0,0,0,0.0,0.0,0
32,20,20,20,equilibrated_flux,1.0,100.0,0.7880859375,False,0.17475728155339806,18,789,0.2757054550056999,0.2991492984941872,0.0001973428101217186,0.005228771665647416,2.9997568562017945e-14,1.2106766155126193e-13,0,0,0,0,0.0,0.0,0
32,40,40,40,baseline,1.0,100.0,0.990234375,False,0.9611650485436893,99,915,0.012740418470216501,0.32334988456067076,1.7750314442268103e-06,4.7031022389237495e-05,2.9997568562017945e-14,1.2106766155126193e-13,0,0,0,0,0.0,0.0,0
32,40,40,40,equilibrated_flux,1.0,100.0,0.99609375,False,0.9902912621359223,102,918,0.004119612841599144,0.32334988456067076,1.7750314442268103e-06,4.7031022389237495e-05,2.9997568562017945e-14,1.2106766155126193e-13,0,0,0,0,0.0,0.0,0
33,20,20,20,baseline,1.0,100.0,0.0,False,0.0,0,0,1.4677152052700662,0.2995360363398239,0.0002754632797562201,0.0082011961333965,3.865678235096821e-14,1.2833518526850287e-13,0,0,0,0,0.0,0.0,0
33,20,20,20,equilibrated_flux,1.0,100.0,0.8388671875,False,0.4174757281553398,43,816,0.4396335950622866,0.2995360363398239,0.0002754632797562201,0.0082011961333965,3.865678235096821e-14,1.2833518526850287e-13,0,0,0,0,0.0,0.0,0
33,40,40,40,baseline,1.0,100.0,0.9921875,False,0.970873786407767,100,916,0.021749691586428747,0.31031908252036966,2.886051375440884e-06,8.592460454969443e-05,3.865678235096821e-14,1.2833518526850287e-13,0,0,0,0,0.0,0.0,0
33,40,40,40,equilibrated_flux,1.0,100.0,0.9970703125,False,0.9805825242718447,101,920,0.006749344338201572,0.31031908252036966,2.886051375440884e-06,8.592460454969443e-05,3.865678235096821e-14,1.2833518526850287e-13,0,0,0,0,0.0,0.0,0
34,20,20,20,baseline,1.0,100.0,0.490234375,False,0.1262135922330097,13,489,0.6737862938604718,0.3216137054473411,0.0001795791185472467,0.003674622657906311,2.972348149554749e-14,2.221922699780411e-13,0,0,0,0,0.0,0.0,0
34,20,20,20,equilibrated_flux,1.0,100.0,0.8408203125,False,0.4174757281553398,43,818,0.21669890664809738,0.3216137054473411,0.0001795791185472467,0.003674622657906311,2.972348149554749e-14,2.221922699780411e-13,0,0,0,0,0.0,0.0,0
34,40,40,40,baseline,1.0,100.0,1.0,True,1.0,103,921,0.0049808365143405794,0.36524370614987156,1.0814074441719865e-06,2.2128209164473013e-05,2.972348149554749e-14,2.221922699780411e-13,0,0,0,0,0.0,0.0,0
34,40,40,40,equilibrated_flux,1.0,100.0,1.0,True,1.0,103,921,0.0018192191882243608,0.36524370614987156,1.0814074441719865e-06,2.2128209164473013e-05,2.972348149554749e-14,2.221922699780411e-13,0,0,0,0,0.0,0.0,0
35,20,20,20,baseline,1.0,100.0,0.1796875,False,0.0,0,184,0.9913517710955932,0.3154744390976603,0.00016622539178953177,0.0052393494415361504,2.2320648445163754e-14,1.1774872173294904e-13,0,0,0,0,0.0,0.0,0
35,20,20,20,equilibrated_flux,1.0,100.0,0.798828125,False,0.22330097087378642,23,795,0.3127461439348544,0.3154744390976603,0.00016622539178953177,0.0052393494415361504,2.2320648445163754e-14,1.1774872173294904e-13,0,0,0,0,0.0,0.0,0
35,40,40,40,baseline,1.0,100.0,0.99609375,False,0.9805825242718447,101,919,0.013092304469966171,0.3104424932305201,1.400308389084222e-06,4.413708939025885e-05,2.2320648445163754e-14,1.1774872173294904e-13,0,0,0,0,0.0,0.0,0
35,40,40,40,equilibrated_flux,1.0,100.0,1.0,True,1.0,103,921,0.004064407641789381,0.3104424932305201,1.400308389084222e-06,4.413708939025885e-05,2.2320648445163754e-14,1.1774872173294904e-13,0,0,0,0,0.0,0.0,0
36,20,20,20,baseline,1.0,100.0,0.4560546875,False,0.0,0,467,0.4641614814093927,0.30286965707311503,0.00016225878496676195,0.002624613758810586,5.794399998605128e-14,1.6444292229128516e-13,0,0,0,0,0.0,0.0,0
36,20,20,20,equilibrated_flux,1.0,100.0,0.84765625,False,0.4368932038834951,45,823,0.14058042870101184,0.30286965707311503,0.00016225878496676195,0.002624613758810586,5.794399998605128e-14,1.6444292229128516e-13,0,0,0,0,0.0,0.0,0
36,40,40,40,baseline,1.0,100.0,0.9931640625,False,0.9611650485436893,99,918,0.005653734689879248,0.32337955725395057,1.6527029663960493e-06,2.6733264061584806e-05,5.794399998605128e-14,1.6444292229128516e-13,0,0,0,0,0.0,0.0,0
36,40,40,40,equilibrated_flux,1.0,100.0,0.99609375,False,0.9902912621359223,102,918,0.001828302220844453,0.32337955725395057,1.6527029663960493e-06,2.6733264061584806e-05,5.794399998605128e-14,1.6444292229128516e-13,0,0,0,0,0.0,0.0,0
37,20,20,20,baseline,1.0,100.0,0.794921875,False,0.0,0,814,0.39925953229698513,0.3035417001583267,0.0001711942460588056,0.00191796723866476,2.4997673814265454e-14,2.286301527663224e-13,0,0,0,0,0.0,0.0,0
37,20,20,20,equilibrated_flux,1.0,100.0,0.9013671875,False,0.44660194174757284,46,877,0.12119191723784523,0.3035417001583267,0.0001711942460588056,0.00191796723866476,2.4997673814265454e-14,2.286301527663224e-13,0,0,0,0,0.0,0.0,0
37,40,40,40,baseline,1.0,100.0,0.9921875,False,0.9611650485436893,99,917,0.004522648611293608,0.32479629235568486,1.530141257423319e-06,1.7142870568586857e-05,2.4997673814265454e-14,2.286301527663224e-13,0,0,0,0,0.0,0.0,0
37,40,40,40,equilibrated_flux,1.0,100.0,0.9970703125,False,0.9902912621359223,102,919,0.0014689395005757508,0.32479629235568486,1.530141257423319e-06,1.7142870568586857e-05,2.4997673814265454e-14,2.286301527663224e-13,0,0,0,0,0.0,0.0,0
38,20,20,20,baseline,1.0,100.0,0.3212890625,False,0.0,0,329,0.9929536211379014,0.314357958280868,0.00016288878184997992,0.004400256085511609,4.7797743670640245e-14,1.4233790115406233e-13,0,0,0,0,0.0,0.0,0
38,20,20,20,equilibrated_flux,1.0,100.0,0.8681640625,False,0.4563106796116505,47,842,0.3121428730085052,0.314357958280868,0.00016288878184997992,0.004400256085511609,4.7797743670640245e-14,1.4233790115406233e-13,0,0,0,0,0.0,0.0,0
38,40,40,40,baseline,1.0,100.0,0.998046875,False,0.9902912621359223,102,920,0.011812442202690501,0.31539709335598115,1.5055109413857172e-06,4.066967415691932e-05,4.7797743670640245e-14,1.4233790115406233e-13,0,0,0,0,0.0,0.0,0
38,40,40,40,equilibrated_flux,1.0,100.0,0.998046875,False,0.9902912621359223,102,920,0.0037256099361641076,0.31539709335598115,1.5055109413857172e-06,4.066967415691932e-05,4.7797743670640245e-14,1.4233790115406233e-13,0,0,0,0,0.0,0.0,0
39,20,20,20,baseline,1.0,100.0,0.6640625,False,0.02912621359223301,3,677,0.6685029376038631,0.33600456998760414,0.00017341254397865806,0.0035069983414488383,3.5924005795629235e-14,1.7415046922631925e-13,0,0,0,0,0.0,0.0,0
39,20,20,20,equilibrated_flux,1.0,100.0,0.892578125,False,0.46601941747572817,48,866,0.22462004208503614,0.33600456998760414,0.00017341254397865806,0.0035069983414488383,3.5924005795629235e-14,1.7415046922631925e-13,0,0,0,0,0.0,0.0,0
39,40,40,40,baseline,1.0,100.0,0.99609375,False,0.9805825242718447,101,919,0.00662505097494931,0.3522192996826942,1.55615923794162e-06,3.147089444215944e-05,3.5924005795629235e-14,1.7415046922631925e-13,0,0,0,0,0.0,0.0,0
39,40,40,40,equilibrated_flux,1.0,100.0,0.998046875,False,0.9902912621359223,102,920,0.0023334708147587963,0.3522192996826942,1.55615923794162e-06,3.147089444215944e-05,3.5924005795629235e-14,1.7415046922631925e-13,0,0,0,0,0.0,0.0,0
40,20,20,20,baseline,1.0,100.0,0.0,False,0.0,0,0,1.1832457561072593,0.3001981259475936,0.00032378510867708555,0.007758174053892266,2.9555447692950245e-14,1.2737668511855604e-13,0,0,0,0,0.0,0.0,0
