sample,seed,relative_l2_prediction_error,raw_spearman
51,2,0.02233287686214952,0.24998267738359203
52,0,0.044232142296252115,-0.32610051140833984
52,1,0.04542176624236158,-0.396241260460625
52,2,0.035081799301910535,-0.11490417799155996
53,0,0.05828002564571456,0.17765538945712037
53,1,0.0666463097907962,0.26088457102496243
53,2,0.050377593325024866,0.18907148540876903
54,0,0.03863070052779622,0.008550018775481009
54,1,0.03644670934695628,0.006717017738359201
54,2,0.04305043970482546,0.01676222417924326
55,0,0.07628177695408346,0.042533538820542165
55,1,0.08411836546025847,-0.07300645742436164
55,2,0.07316075412176713,-0.10259930888348472
56,0,0.03582999962818947,0.16297700897646805
56,1,0.04858281456423079,0.130299457746227
56,2,0.03648179455644249,0.0979825522137186
57,0,0.03077819304417888,0.2244635353336671
57,1,0.03405933844155132,0.07709853998283385
57,2,0.02277624361299507,0.16108374758600957
58,0,0.12606275052285915,0.26774647289178166
58,1,0.12270420055895122,0.28334865174164936
58,2,0.10055928701289646,0.11544502360346183
59,0,0.07924180998752507,0.17629765395894426
59,1,0.08091112297503672,0.17364505847221226
59,2,0.09674609910202006,0.04593586832129318
60,0,0.02942572285035793,0.16168675345111222
60,1,0.04336674670566746,0.2787373265503183
60,2,0.03093116094173458,0.2015738770474215
61,0,0.049486391766370916,0.18303763813389598
61,1,0.04981788710425332,0.10227595710249622
61,2,0.06325606332750508,0.24831110077962945
62,0,0.053418450065463335,-0.2870884816894356
62,1,0.04239572184286041,-0.2746595714719977
62,2,0.04663312153580576,-0.21883118160360485
63,0,0.05661934230695653,-0.29092783286245616
63,1,0.05529673593145823,-0.2642951036227737
63,2,0.03935653199315487,-0.19337069058007292
64,0,0.02712975133031242,-0.04760467330663042
64,1,0.03435082947682781,-0.08887917083899578
64,2,0.03632769271019178,0.15477106206637578
65,0,0.05199558911117073,0.02619675810027895
65,1,0.04915057043907717,0.16331173780487804
65,2,0.05819091916350054,0.008195799209641655
66,0,0.04583736825071528,0.027919106734139186
66,1,0.04075869032250028,0.024970808597382158
66,2,0.04045201015452239,0.04292931031399756
67,0,0.03512070546826939,0.07091465649810456
67,1,0.03616752217251361,0.023591816572491237
67,2,0.03147046575121762,0.16167680691652958
68,0,0.036178714137646034,0.0038360542879622337
68,1,0.03356706679367134,0.03913479677776983
68,2,0.030036386855739162,0.07420794292253773
69,0,0.07865879577246149,0.0405731886131178
69,1,0.04577391545890283,0.04232287345325799
69,2,0.04817686682880849,-0.015715971675845788
70,0,0.03339139048439864,0.12652218859523637
70,1,0.055517352181864946,0.19350572875688432
70,2,0.04441397056367483,-0.05988185975609756
71,0,0.028798095936582578,0.15432332272369645
71,1,0.03265708216863148,-0.034037466025320075
71,2,0.029833058736568704,0.19795551775624057
72,0,0.033946452196786034,0.18019853953579856
72,1,0.03470619201354089,0.10854854355911593
72,2,0.02551498988428291,0.20537434732851725
73,0,0.02540548589356882,0.07776505838280523
73,1,0.026392652349747196,0.14842613412846004
73,2,0.029604754582578725,-0.07078965426292826
74,0,0.042811647036272125,0.018052624991059293
74,1,0.05006630472431257,0.04553435242471926
74,2,0.0300199912804178,0.00320149890923396
75,0,0.04501598520825305,-0.10231408921035691
75,1,0.04362774388677389,-0.15031565159859808
75,2,0.04035693381628222,-0.18146819791145122
76,0,0.04115068825106846,0.04177226012087833
76,1,0.035287254109686354,0.10197293425005363
76,2,0.036446392394862984,0.01646590685573278
77,0,0.08220983442246121,-0.22634066992704382
77,1,0.07058427034576895,-0.2502679641120092
77,2,0.05796318571464331,-0.1786512610864745
78,0,0.035242010686715244,-0.1328003741685144
78,1,0.027122854150100836,-0.13802304243258706
78,2,0.025372312159330272,-0.08424647736213432
79,0,0.0626931080916003,0.020546198859166007
79,1,0.06916976334019016,0.06597215640869751
79,2,0.07119147888201412,-0.03238893408912095
80,0,0.07757711357430051,0.13917348767970816
80,1,0.07635492004307971,0.10008892648952149
80,2,0.0760922652890875,0.0664871410306845
81,0,0.04702860859105935,0.11272526106859308
81,1,0.040370187287120635,0.04563997568128173
81,2,0.04877824511587993,0.044837022119304765
82,0,0.023360119763277835,-0.061286880409126665
82,1,0.02488595930186388,-0.17229127923610613
82,2,0.018167718587908926,-0.025315841588584506
83,0,0.026415417729514105,-0.06260158876332166
83,1,0.02720319189395762,0.07739878004076961
83,2,0.024100336664849994,-0.029251126528860596
84,0,0.024636002142730484,-0.03999038874186396
84,1,0.02616200292047027,-0.03597389984621987
84,2,0.02470549928153203,0.054492872022745144
85,0,0.03481941882579516,-0.18627379345182749
85,1,0.039965214883218546,-0.14969994993205063
85,2,0.033202902868851275,0.004136037300622272
