sample,method,spearman,auroc,error_capture_top10,top10_overlap,relative_l2_correction_error,relative_A_correction_error,iterations_executed
14,poisson_pcg5,0.9345688121379013,0.9780736430431254,0.2880053399691385,0.883495145631068,0.25146983739296946,0.20277735214629158,5.0
14,poisson_pcg10,0.9965844941348974,0.9946238259384587,0.2890214243033916,0.9320388349514563,0.09184933376275337,0.08000398837534192,10.0
14,poisson_pcg20,0.999948456834275,0.9999472924111613,0.2903460931060037,0.9805825242718447,0.0051598187305001006,0.009062743259915863,20.0
14,poisson_pcg40,0.9999998770653028,1.0,0.2903616277933965,1.0,5.858526337226366e-05,0.00012817253360022314,40.0
14,poisson_pcg80,1.0,1.0,0.2903616277933965,1.0,6.362488092306762e-09,1.8668042032246318e-08,80.0
14,cg20,0.47934313756169084,0.8715410644824642,0.2014018229713113,0.42718446601941745,0.7689348959179655,0.45549728517507776,20.0
14,diagonal_pcg20,0.8669503589693155,0.9962999272635275,0.2879889114610989,0.8737864077669902,0.2818346002577711,0.1536710503970464,20.0
14,amg,0.998511920195265,0.9994729241116136,0.29005206826732804,0.941747572815534,0.09609780770833731,0.07795048586369416,
15,raw,-0.1411966128138187,0.39401030960437683,0.055912687858852665,0.0,,,
15,prediction_magnitude,0.592891323492597,0.9604060592644129,0.34430724692750897,0.6213592233009708,,,
15,boundary_distance,0.4131401685654286,0.8690585370481642,0.2898408894792371,0.38724624889673437,,,
15,ensemble,0.2226310819147414,0.6979433498835163,0.15335133590180763,0.23300970873786409,,,
15,poisson_pcg5,0.9625643171983406,0.9990618049186721,0.45299794451092873,0.941747572815534,0.12188678288452556,0.16853528729267273,5.0
15,poisson_pcg10,0.99343829348759,0.9999894584822323,0.45473129454363453,0.9902912621359223,0.036103895265263856,0.04597383857416782,10.0
15,poisson_pcg20,0.99990022172949,1.0,0.45488050952867093,1.0,0.003456590998177082,0.006082137894378789,20.0
15,poisson_pcg40,0.9999998435376583,1.0,0.45488050952867093,1.0,4.19994277045526e-05,8.628625302507835e-05,40.0
15,poisson_pcg80,1.0,1.0,0.45488050952867093,1.0,4.543905188217544e-09,1.1261361033149998e-08,80.0
15,cg20,0.48720332504827984,0.8297123219801187,0.33195979966499706,0.5145631067961165,0.7562991451147044,0.3502699023676561,20.0
