sample,relative_l2_prediction_error,identity_relative_error,energy_relative_error,raw_energy_spearman,a_min,a_max,unique_coefficients,coefficient_sha256
143,0.07245182434230707,2.0880607634428152e-14,1.8922850615732193e-15,0.2128509115048995,1.0,100.0,1024,4fa4c38ff82ad227757f3a46ee9bb5704a7d66d1b0ebbffebef3ecb3f42c4da1
144,0.036604643474841415,5.902437023711878e-14,2.681222169933709e-16,0.5804479293326656,1.0,100.0,1024,83650f041797fde814fb843dc304ed55555bae9805315da0c6062c551d8303ab
145,0.04147828570339032,1.4316311580617347e-14,3.1397018770186666e-16,0.6478392438845575,1.0,100.0,1024,78fce2f106acbbc4bfe6ea7b706707e0403366334847074373515e13b867ee0a
146,0.03438672542220643,4.354017669479165e-14,7.287091881260022e-16,0.59826923592733,1.0,100.0,1024,976c05d212be8aa0d37c026d989c6ad587919865e89acf756f4deaa0e2e93220
147,0.042485103124492024,4.4704309556138786e-14,1.0116849908060488e-15,0.5756179480187397,1.0,100.0,1024,07e8eab83dffce649b26ebc96b9988bb9cc1f9af041ff2efec80dce6f48e0e44
148,0.03863824492187039,2.3182170535695614e-14,9.403864575304348e-16,0.6124218247085329,1.0,100.0,1024,32252995eae14bbdbe004b4edfd30969c20dd11f373cabc5a998f7229310e367
149,0.03441097795010955,1.8168529623098494e-14,4.0105341625430723e-16,0.5468909591588584,1.0,100.0,1024,19ce50a6c18f04f7142c067d73995c36b33db66d549b0558edd79274c350f745
150,0.05708797011207151,1.3537448485091491e-14,5.669701534281764e-16,0.502405776142622,1.0,100.0,1024,845ad27d58e4aff6a4c64f47eb4a595528e4e400e80d1416df567abbb6e78f07
151,0.054654118267386,1.6973701004908774e-14,8.552500629249773e-16,0.6062018207746226,1.0,100.0,1024,f43ffc4d4bfb4a952b7b39661ca1b26e7ee38af65fdec09667f0a71efc2afdfb
152,0.03144701233740939,2.6279255219944172e-14,6.028104509860664e-16,0.46414940365496027,1.0,100.0,1024,0cba86201f1a62625337964538ad705fa81db88b6374d9917d431dc23cad52ae
153,0.042656501581231764,4.8147946280898783e-14,7.912893609554243e-16,0.46709980285744934,1.0,100.0,1024,87c6ab87adce5ad8401a6e8552cbed4dcdf33a7f23ca9a691ea78727e23b80e5
154,0.01949020784911097,1.1285812144489072e-13,0.0,0.6961488359201774,1.0,100.0,1024,da1db019a78035574fc86c4397b422517ed1ae57dcaaebc693b1dc3f28e89bc0
155,0.04386766606690612,1.3686084828479604e-14,6.017939974731153e-16,0.6412331691223804,1.0,100.0,1024,5c4c5eb2b2fbb2e2be9d7561b1b54bd56f3d1940b6bf0b6002c1174c3891bfe8
156,0.045389590220108536,2.5614904136656168e-14,1.1814456884894873e-15,0.5603491233638509,1.0,100.0,1024,f7114ce955d4cfba5b9a9464728ab57d55701455fe50f80e8737a703ea8d0ead
157,0.04416270896493075,2.620363135615414e-14,1.273084042471411e-15,0.5228383721657964,1.0,100.0,1024,f58a616e579b67b211f82094c9a40211b90acfe2d3418f17307f32f4b9f676d3
158,0.04034190687355243,2.466855001323821e-14,2.1327682721253917e-15,0.49355052169015085,1.0,100.0,1024,635b3f4a3619d6033421b2ba13059d47029637021f41c60350455ae943a856b0
159,0.046182088332570925,2.2307939872751757e-14,5.932957787052835e-16,0.5609495811279593,1.0,100.0,1024,685326e443faac59f678da9eff5b5f455b5397442ef8ed52842cc4f293b80ecf
160,0.042105807363443236,2.2941481034994235e-14,4.3055695975272533e-16,0.5990489101280309,1.0,100.0,1024,37070428610643c6b9ce6914c52da5f38edc53365c225ae6ec2c249e1ce4e452
161,0.027699049381505005,3.4558920106296816e-14,1.610026040132776e-16,0.5018033514233603,1.0,100.0,1024,42dc3698f54beae989d18a2bd2cea47a5616f392ee43fa0d621b75fc935c7338
162,0.025370497990008935,3.368209749875418e-14,3.46586566897948e-16,0.4529826975001788,1.0,100.0,1024,1f8199f60f94aaf5ccb8292bf04abca2abdb6ef930a04a245720cefb6d2325b5
163,0.028228674832341944,3.4180613143149145e-14,3.5900736250072474e-16,0.553867424987483,1.0,100.0,1024,26ec89d09bdf7cdb120c8a704b7e9b2dfd16bbce011af16b33c2a9e19d51969e
164,0.0392886107157145,8.992022583756754e-14,6.531897756388107e-16,0.6434910101208783,1.0,100.0,1024,aea0c86567c299a6e5c47c52990ac0e61f70c26373906e03efa03bf94f962d80
165,0.03263041815262149,9.903895549141942e-14,6.119119963484366e-16,0.6350135451684428,1.0,100.0,1024,90c9bc3ba5871516a01da8a94c10ec0e95c70edff8f723ee69bca74b09fa0f28
166,0.049385402188832736,2.0192550459920573e-14,1.1626378528440712e-15,0.37869536111508467,1.0,100.0,1024,26dcc9c182477c98b2d7afc0a127155a7ae6d7a02d8922f7671b00174c48194d
167,0.035402557861116804,7.422112116210866e-14,8.708279039756627e-16,0.6821514354302267,1.0,100.0,1024,f3e79a7a0453851594723fb8670e6b367ceadfae0f8ab263beb4ad429210eed8
168,0.02579586305939888,1.977912473290292e-14,2.836856781789711e-16,0.6286634539732493,1.0,100.0,1024,d26688718236a2feaee857e19e27b8e0bc31e897ec317c35703258ba03cc60c5
169,0.04103853495789579,1.34050088681228e-13,2.084997660243991e-16,0.6292863752592803,1.0,100.0,1024,3af5c555cde739657be58d5315b6b7d2e0cc3b5e340c6cf8b6899a8ae6f56a33
170,0.022868647398515334,9.799030200945131e-14,1.2947104876390436e-16,0.6303737550067948,1.0,100.0,1024,2d54cdf40f1d240834507a9ca5b07a3cb37ef1878158fb273bfa9f0bea23aac8
171,0.044659992639554835,1.631491930557778e-14,9.661404093523674e-16,0.6049144709784707,1.0,100.0,1024,f90ca06d23a0a57ef24797d06b34559198c3cba7f7c8e76cdd7c80524767ff67
172,0.037653789655375663,1.114068398263532e-13,1.1728827388813469e-15,0.6526296514019025,1.0,100.0,1024,dc170f47673d2467e89bdf44129e2dc1ecea5a6a790b83ed7faaa71479686a8e
173,0.06852325649735239,3.065305159621802e-14,1.1345416754553987e-15,0.5118170642300264,1.0,100.0,1024,82aa207b3c25b280b69f79d6e62425b25566671ee710549f3d0c6c3127c1d6f1
174,0.023887731470636393,5.869756832952788e-14,1.4579729973118856e-16,0.5201866483978256,1.0,100.0,1024,b8878e12560760c8f937d4551e56eb8cc15ee71a784b2b57971f2115bed772ff
175,0.034019069373860664,3.3794169752780156e-14,7.48285809969443e-16,0.5845332057792718,1.0,100.0,1024,c5e4d33c934ef7bfbde3ab194d64e96c0347b5bc3374fef200317e0edf71f091
176,0.07173580424660406,4.647850533121554e-14,1.5841450814396394e-15,0.2827094471961948,1.0,100.0,1024,464cce3a8cfaad3dbbf84f0764e6caa2bd03943739931507c471a6c4349ec8f7
177,0.03383839545341192,5.139909642697382e-14,3.833358137568233e-16,0.5814761551391173,1.0,100.0,1024,d6fdae37f10c69b8ff1ccc7d447105179baaae3db3235b981e8eca03bfd47ab3
178,0.045061610107462104,1.4140511369200473e-14,1.1445800062741643e-15,0.6164850958443602,1.0,100.0,1024,1944c98243fa9ed62e30da929fa4f76de139599efc5e061e5a2b76f0b77b317d
179,0.044397588633550526,2.3571921596751956e-14,1.790745354817046e-15,0.6697791981081467,1.0,100.0,1024,40971f417f2efc128993db8c3dc07d46114114f1ce64fd90662925568edc32b0
180,0.027164410412785764,2.0103338184266427e-14,1.5759660776332996e-16,0.5593466467884985,1.0,100.0,1024,847d8cb06bb2ea91885b9826b1944296d20dcbd91fae5ab309032851ec72d1ec
181,0.03754945871924151,2.4049994342378706e-14,2.1088585886408735e-16,0.5940734076603961,1.0,100.0,1024,34d3b85834b7f3d74b8b2e34b41fe5bdc4468f7910beb1a918d32bc527684f81
182,0.0355604364308277,4.877351045348597e-14,5.193781887767964e-16,0.5355351682640727,1.0,100.0,1024,da298b95dff6b927ecbb54bd9d43abcf124e01e51ff2db0b91b158ed7c70e45f
183,0.01941937784033394,4.924577542262092e-14,2.6533658608401525e-16,0.6220802450647307,1.0,100.0,1024,e06f6f07b9a6602a4f50aa25b4a8fdf5ac18e7cc1490b5c87201380104a09a98
184,0.040685246913670155,2.3337309692764877e-14,4.0795747024162665e-16,0.477053802928975,1.0,100.0,1024,eee8fdfe22955f33716e32b6e731e44d272dbf03c322e33974929a90e5a2475a
185,0.037547638672218886,2.1844103934714453e-14,2.729617131870039e-16,0.4892288753486874,1.0,100.0,1024,f3a741468a1a23b1b6bbb4450f1e9680b03364fc69dbf299ed4ba02860bfc176
186,0.04506317116210689,3.431372078643519e-14,8.424222205932848e-16,0.4773626931192332,1.0,100.0,1024,ab7099252491271815c83871ecbc75f40bf6b4735bd54396d36f267f3ef81aea
187,0.04440250645395199,5.6660301966943223e-14,1.176707961716332e-15,0.5461971716078964,1.0,100.0,1024,a406ac2249e4c621700da2f7eb1d68f964846c19fff0cf5390436f91dc587681
188,0.0246159189691849,3.6241664176536344e-14,3.94048803626431e-16,0.5598214429404191,1.0,100.0,1024,a5582ca4b7d018c0e507a8e34a27ec4ef103a6c18794083cfdb9e2063f9e23d2
189,0.023101623692863577,2.960767768408676e-14,8.300953916610634e-16,0.5839003156068949,1.0,100.0,1024,ceade8122657d0c36b2a1f7f53d3b545096b372ae16414044c48259f2dc54a0f
190,0.04506625582144326,1.1693062706997622e-14,1.436520386295245e-15,0.6180657454760031,1.0,100.0,1024,e31fd63bacce95c44de642407beedc1c3f7c7fc0a87d93ab8a77d87de75d53d6
191,0.036522912266926895,1.4393419017291606e-14,1.0508156541716497e-15,0.42417109604105563,1.0,100.0,1024,4c1749e6c2f5ccd167ed144f75a33ce084b76796d46bca32ad5fccaf619139b1
192,0.09954447657219193,2.962482262870935e-14,2.940070371966086e-15,0.5492990598848436,1.0,100.0,1024,397fcffd7cbffa4f11e0d946ad0edf42ed2bdc45a61ea4aae4814a59bff835ce
193,0.03347941618847495,2.503955169120884e-14,7.400549066943748e-16,0.3519612778055933,1.0,100.0,1024,9585807fdc217fd35ee34130778f09f96a6943084435ab79f12266f29ad51f02
194,0.02787531082938415,6.308752241501049e-14,4.345211048428109e-16,0.5137075651777412,1.0,100.0,1024,4491657a89f06ba18496936c36b7ef2a5bccea2ef9b242b757b5d6631395019b
195,0.04641540316789224,2.2273724896196454e-13,9.108727642993807e-16,0.6689483830734568,1.0,100.0,1024,5e3539721dc67f0da71da83f0e93d9b3dd4c24b90cd75ad4b11a7221a939ac59
196,0.042064686097396296,2.9305973259941845e-14,6.82017139336589e-16,0.5030311337708318,1.0,100.0,1024,ff9d6618c029bc164794c0f22c20d6ff5ea5ea930878c66fd34819686686009b
197,0.08724281181228688,1.2704057314772293e-14,1.9768151018433555e-15,0.549080370234604,1.0,100.0,1024,eb2c3999653e3db0b1b4e72d5ac6db6f46c01f66076c692a9c3d7bd501c51134
198,0.03742875275423297,4.7781228055922216e-14,4.503158568670631e-16,0.6200518002110006,1.0,100.0,1024,2e86bbc2bfb529666c4d310bd682cd5990c5bdb933e91cd88b94bdee6ab5d5f5
199,0.07781109094582973,3.311254658312108e-14,6.977639973696245e-16,0.5603786947464414,1.0,100.0,1024,6874916ed4e1c9e1a055a8a1aeba888ddc8f7840e8be36a9e4427205eff5c9da
