sample,iterations,resolved_fraction,certified_high_recall,certified_high_count,certified_low_count,mean_bound_over_mean_abs_error,relative_l2_correction_error,max_bound_excess_over_error_scale,false_high,false_low,bound_violations
0,5,0.0,0.0,0,0,17.97393811497829,0.7540925669723147,0.0,0,0,0
0,10,0.0,0.0,0,0,4.329645975571111,0.11073053883613775,0.0,0,0,0
0,20,0.6787109375,0.18446601941747573,19,676,0.659439650403236,0.008137823024698104,0.0,0,0,0
0,40,1.0,1.0,103,921,3.621486044414183e-05,2.0227781342750207e-07,0.0,0,0,0
0,80,1.0,1.0,103,921,1.601564420167233e-12,2.6925908238337187e-13,0.0,0,0,0
1,5,0.0,0.0,0,0,42.28203851004825,0.5893103284760285,0.0,0,0,0
1,10,0.0,0.0,0,0,7.538619584141246,0.06436716492555022,0.0,0,0,0
1,20,0.912109375,0.6019417475728155,62,872,0.20244975539715257,0.0007432019518697859,0.0,0,0,0
1,40,1.0,1.0,103,921,2.3338586357458064e-05,3.800019109563633e-08,0.0,0,0,0
1,80,1.0,1.0,103,921,1.0351862078541177e-12,1.3259816654275478e-13,0.0,0,0,0
2,5,0.0,0.0,0,0,34.03597622912539,0.4425699181418076,0.0,0,0,0
2,10,0.0,0.0,0,0,24.98214005817665,0.1125588706239436,0.0,0,0,0
2,20,0.669921875,0.5145631067961165,53,633,0.6218984703128951,0.003665214439625829,0.0,0,0,0
2,40,1.0,1.0,103,921,0.00013135282858036158,1.833439100270262e-07,0.0,0,0,0
2,80,1.0,1.0,103,921,2.3880374442995576e-12,1.6217307768260154e-14,0.0,0,0,0
3,5,0.0,0.0,0,0,36.89430187997402,0.7811680500323641,0.0,0,0,0
3,10,0.0,0.0,0,0,6.163594139837537,0.09444656694975591,0.0,0,0,0
3,20,0.90234375,0.5631067961165048,58,866,0.15538894992979657,0.0016643855987397268,0.0,0,0,0
3,40,1.0,1.0,103,921,1.7993282630743372e-05,3.187727385673921e-07,0.0,0,0,0
3,80,1.0,1.0,103,921,2.188567066951718e-12,1.1585962663836952e-13,0.0,0,0,0
4,5,0.0,0.0,0,0,17.451042397788378,0.3572694406170581,0.0,0,0,0
4,10,0.0,0.0,0,0,5.887634027709601,0.05950512158826183,0.0,0,0,0
4,20,0.990234375,0.9611650485436893,99,915,0.023720522382986088,5.963645063086701e-05,0.0,0,0,0
4,40,1.0,1.0,103,921,9.144963993956728e-07,1.6164222661409144e-09,0.0,0,0,0
4,80,1.0,1.0,103,921,1.1885069345369138e-12,1.6609415071346052e-13,0.0,0,0,0
5,5,0.0,0.0,0,0,28.331907055454764,0.7076174232585938,0.0,0,0,0
5,10,0.0,0.0,0,0,7.559983939605245,0.129548317031976,0.0,0,0,0
5,20,0.9248046875,0.7281553398058253,75,872,0.21999099586967483,0.0009539767604435303,0.0,0,0,0
5,40,1.0,1.0,103,921,1.980076865950399e-06,2.003790072571421e-08,0.0,0,0,0
5,80,1.0,1.0,103,921,2.2292383106640077e-12,5.598926343728573e-13,3.2459386624162814e-14,0,0,0
6,5,0.0,0.0,0,0,64.62133853072582,0.3486671258101387,0.0,0,0,0
6,10,0.0,0.0,0,0,7.544573849052298,0.02220023634090391,0.0,0,0,0
6,20,0.9931640625,0.970873786407767,100,917,0.009353082879215702,1.390412068173567e-05,0.0,0,0,0
6,40,1.0,1.0,103,921,3.598926127089971e-11,2.937276149724743e-13,0.0,0,0,0
6,80,1.0,1.0,103,921,4.792574763749851e-13,2.946751077761341e-13,2.7863442849777914e-13,0,0,0
7,5,0.0,0.0,0,0,56.979349974004734,0.4890134855249125,0.0,0,0,0
7,10,0.0,0.0,0,0,12.056976197845707,0.07255471637702222,0.0,0,0,0
7,20,0.9873046875,0.941747572815534,97,914,0.02510060494427826,0.0004114281194806767,0.0,0,0,0
7,40,1.0,1.0,103,921,1.381133691406389e-06,2.2484297145821583e-09,0.0,0,0,0
7,80,1.0,1.0,103,921,2.262656492676181e-12,6.081584906197103e-14,0.0,0,0,0
8,5,0.0,0.0,0,0,55.59745807698199,0.29605411677563337,0.0,0,0,0
8,10,0.0,0.0,0,0,1.5652022360230835,0.018324715862071673,0.0,0,0,0
8,20,0.9921875,0.9320388349514563,96,920,0.01751840956262318,0.00023515570269702328,0.0,0,0,0
8,40,1.0,1.0,103,921,5.646953299121891e-11,8.682095229283238e-13,0.0,0,0,0
8,80,1.0,1.0,103,921,5.862104131965458e-13,8.662726352998625e-13,4.763198263497867e-13,0,0,0
9,5,0.0,0.0,0,0,87.01000422276826,0.29401727411380246,0.0,0,0,0
9,10,0.0,0.0,0,0,6.152999657227961,0.01917568641610566,0.0,0,0,0
9,20,0.98828125,0.9514563106796117,98,914,0.02150957162688633,0.0002905598098557001,0.0,0,0,0
9,40,1.0,1.0,103,921,1.5567044110460542e-07,2.4587999573622253e-09,0.0,0,0,0
9,80,1.0,1.0,103,921,1.7400301249926205e-12,3.4756406445301094e-12,1.9432787509308886e-12,0,0,0
10,5,0.0,0.0,0,0,28.084985445212844,0.505981820504221,0.0,0,0,0
10,10,0.0,0.0,0,0,3.118230798576031,0.08447429463012537,0.0,0,0,0
10,20,0.9619140625,0.7961165048543689,82,903,0.04279266586237975,0.0006342897978384196,0.0,0,0,0
10,40,1.0,1.0,103,921,4.194297117585686e-06,1.0542038641083411e-08,0.0,0,0,0
10,80,1.0,1.0,103,921,1.344361688372875e-12,9.8580502997366e-13,2.9432071283612503e-13,0,0,0
11,5,0.0,0.0,0,0,44.196328941977676,0.5699036891777637,0.0,0,0,0
11,10,0.0,0.0,0,0,9.434071270546891,0.07640950781783645,0.0,0,0,0
11,20,0.955078125,0.7766990291262136,80,898,0.11114674147915607,0.0008104015704009055,0.0,0,0,0
