sample,method,spearman,auroc,error_capture_top10,top10_overlap,corrected_prediction_relative_l2,relative_l2_correction_error,iterations_executed
12,poisson_pcg20,0.9999945908733279,1.0,0.3068099282631366,1.0,4.8964100315146625e-05,0.0009060412526598365,20.0
12,amg,0.845192672197983,0.924448942158692,0.2752183296629116,0.6796116504854369,0.0248318115085577,0.45949267851791414,
13,raw,0.41878303590587224,0.8781927621939006,0.20939667674136736,0.4174757281553398,,,
13,prediction_magnitude,0.4784409086438738,0.390552691776562,0.09648942975937107,0.0,,,
13,ensemble,0.8765901267792005,0.9339679327029505,0.26175462224265184,0.5145631067961165,,,
13,cg20,0.4245153467205493,0.9485046857046477,0.23873125037326468,0.5339805825242718,0.2047058794512609,0.9351215981929732,20.0
13,diagonal_pcg20,0.6882997684357343,0.9312376796011089,0.2217067366971576,0.46601941747572817,0.19770385776161326,0.9031355031645493,20.0
13,poisson_pcg20,0.9999986253665688,1.0,0.3163168609729539,1.0,9.265671151577612e-05,0.00042326723779600827,20.0
13,amg,0.9836670190794649,0.999609963842594,0.31554851014539376,0.970873786407767,0.03942535857920984,0.18009987999733865,
14,raw,0.09661680360846862,0.498139422113996,0.12865558843478098,0.11650485436893204,,,
14,prediction_magnitude,0.3319378755096202,0.7905084174019376,0.19875787504594608,0.4563106796116505,,,
14,ensemble,0.1909459154388098,0.6879499910397099,0.16738910971546497,0.23300970873786409,,,
14,cg20,0.19295859112366784,0.5727628263917439,0.20117940703521459,0.2621359223300971,0.017026741482474104,0.7615425746910793,20.0
14,diagonal_pcg20,0.8039468966812102,0.9908815871309151,0.3291773900497221,0.8640776699029126,0.005938178494189911,0.2655925529905606,20.0
14,poisson_pcg20,0.9999952614262212,1.0,0.3341384524848047,1.0,2.9498134487552233e-05,0.0013193414200454554,20.0
14,amg,0.9816438715935912,0.9982079419794863,0.3329747745342952,0.9320388349514563,0.0028962847920546994,0.1295400050473696,
15,raw,0.1193217692761605,0.6380991535161232,0.17141765216372304,0.24271844660194175,,,
15,prediction_magnitude,0.4614391182676489,0.7575134667889483,0.14045255660291153,0.18446601941747573,,,
15,ensemble,0.13453950897646805,0.6439075298061415,0.15104215381416425,0.21359223300970873,,,
