sample,iterations,resolved_fraction,certified_high_recall,certified_high_count,certified_low_count,mean_bound_over_mean_abs_error,relative_l2_correction_error,max_bound_excess_over_error_scale,false_high,false_low,bound_violations
0,5,0.0,0.0,0,0,80.3548514744302,0.9350671716115511,0.0,0,0,0
0,10,0.0,0.0,0,0,17.035895473597115,0.1396843296521057,0.0,0,0,0
0,20,0.946533203125,0.751219512195122,308,3569,0.12376925292986958,0.0007227049066864304,0.0,0,0,0
0,40,1.0,1.0,410,3686,4.582638166786096e-05,1.0628953365461296e-07,0.0,0,0,0
0,80,1.0,1.0,410,3686,1.9784293584143612e-12,3.673203027183121e-12,2.512839343073532e-12,0,0,0
1,5,0.0,0.0,0,0,51.98031186867503,0.8403569896177498,0.0,0,0,0
1,10,0.0,0.0,0,0,10.763241884199717,0.13443738936183308,0.0,0,0,0
1,20,0.9287109375,0.6634146341463415,272,3532,0.10511566399445392,0.0006393680162010653,0.0,0,0,0
1,40,1.0,1.0,410,3686,3.7482017984215006e-05,1.3293235935876554e-07,0.0,0,0,0
1,80,1.0,1.0,410,3686,2.559890192347388e-12,8.476269444039452e-14,0.0,0,0,0
2,5,0.0,0.0,0,0,46.19126690883284,0.6600371547417928,0.0,0,0,0
2,10,0.0,0.0,0,0,12.629785394406118,0.1645251235299666,0.0,0,0,0
2,20,0.962890625,0.8341463414634146,342,3602,0.08726131847597764,0.0006357071547348758,0.0,0,0,0
2,40,1.0,1.0,410,3686,5.1970482738600295e-06,1.4237116924476904e-08,0.0,0,0,0
2,80,1.0,1.0,410,3686,2.671796419298543e-12,2.7473127069857352e-12,7.911999405553979e-13,0,0,0
3,5,0.0,0.0,0,0,38.27018617898965,0.31152766243038404,0.0,0,0,0
3,10,0.0,0.0,0,0,16.76543832043235,0.09439551784482757,0.0,0,0,0
3,20,0.36962890625,0.32682926829268294,134,1380,1.060568796756001,0.004166120588108064,0.0,0,0,0
3,40,1.0,1.0,410,3686,0.000132096476711402,9.377808772594509e-08,0.0,0,0,0
3,80,1.0,1.0,410,3686,7.030370182855688e-12,1.5531662066399474e-13,0.0,0,0,0
4,5,0.0,0.0,0,0,76.94297859896227,0.9470119320396497,0.0,0,0,0
4,10,0.0,0.0,0,0,12.552922407657372,0.2550452280426057,0.0,0,0,0
4,20,0.936279296875,0.7219512195121951,296,3539,0.1273018801478689,0.001096403319707483,0.0,0,0,0
4,40,1.0,1.0,410,3686,6.830469404366124e-05,3.784973887451904e-07,0.0,0,0,0
4,80,1.0,1.0,410,3686,3.6327025886096934e-12,4.376813858895119e-12,1.1564963508103204e-12,0,0,0
5,5,0.0,0.0,0,0,53.85113946435942,0.5157374422549049,0.0,0,0,0
5,10,0.0,0.0,0,0,7.046838202701593,0.11184180590917722,0.0,0,0,0
5,20,0.939697265625,0.7341463414634146,301,3548,0.07024467628834283,0.0005222278294569341,0.0,0,0,0
5,40,1.0,1.0,410,3686,2.072968031731385e-05,7.264558503550156e-08,0.0,0,0,0
5,80,1.0,1.0,410,3686,2.927181028910652e-12,1.7726897270214353e-13,0.0,0,0,0
6,5,0.0,0.0,0,0,49.85621208424655,0.5953186063350777,0.0,0,0,0
6,10,0.0,0.0,0,0,29.318214626502286,0.26956021545256037,0.0,0,0,0
6,20,0.0,0.0,0,0,1.8725597190880747,0.007073708521344018,0.0,0,0,0
6,40,0.99951171875,0.9975609756097561,409,3685,0.0025968981113527606,1.9116483702493056e-05,0.0,0,0,0
6,80,1.0,1.0,410,3686,6.133211456326288e-11,1.2280162933651796e-12,0.0,0,0,0
7,5,0.0,0.0,0,0,26.43778377934895,0.7313712864889073,0.0,0,0,0
7,10,0.0,0.0,0,0,5.327464616212195,0.21499468184836412,0.0,0,0,0
7,20,0.889404296875,0.47073170731707314,193,3450,0.06929686122339536,0.0007426624358411067,0.0,0,0,0
7,40,1.0,1.0,410,3686,3.176165698430623e-05,6.463291571323076e-08,0.0,0,0,0
7,80,1.0,1.0,410,3686,2.746587132143156e-12,2.1521034372850365e-12,4.4950394234894543e-13,0,0,0
8,5,0.0,0.0,0,0,95.50157482211098,0.26233917388776123,0.0,0,0,0
8,10,0.0,0.0,0,0,14.911619720116125,0.01669407369400452,0.0,0,0,0
8,20,0.952880859375,0.7682926829268293,315,3588,0.10787170399462898,0.00017245868405043848,0.0,0,0,0
8,40,1.0,1.0,410,3686,1.933403349143603e-06,1.5704805901314522e-08,0.0,0,0,0
8,80,1.0,1.0,410,3686,2.4135945608649566e-12,6.771583421291623e-12,3.1384163544781254e-12,0,0,0
9,5,0.0,0.0,0,0,74.00789336777528,0.6040907942081472,0.0,0,0,0
9,10,0.0,0.0,0,0,9.560752327063808,0.08917140422520534,0.0,0,0,0
9,20,0.99169921875,0.9634146341463414,395,3667,0.06628425109952481,0.00040194100916616035,0.0,0,0,0
9,40,1.0,1.0,410,3686,2.0336830853783424e-05,4.747017370297714e-08,0.0,0,0,0
9,80,1.0,1.0,410,3686,1.6776652229816094e-12,7.392195534716462e-14,0.0,0,0,0
10,5,0.0,0.0,0,0,58.95775814504391,0.6837060843216076,0.0,0,0,0
10,10,0.0,0.0,0,0,13.46413942194983,0.10878349597130213,0.0,0,0,0
10,20,0.169677734375,0.06097560975609756,25,670,0.8920444723281555,0.0010172422666196459,0.0,0,0,0
10,40,1.0,1.0,410,3686,4.633572682398236e-05,1.7852207855876816e-07,0.0,0,0,0
10,80,1.0,1.0,410,3686,3.3387473591358518e-12,1.2564542476907482e-12,2.060539653694535e-13,0,0,0
11,5,0.0,0.0,0,0,33.38520565018234,0.6295689723804548,0.0,0,0,0
11,10,0.0,0.0,0,0,9.929827024917529,0.28231154444889844,0.0,0,0,0
11,20,0.102294921875,0.21707317073170732,89,330,0.8850730224724888,0.0018699780093646163,0.0,0,0,0
11,40,1.0,1.0,410,3686,0.0001608640059665768,1.5222417931842257e-07,0.0,0,0,0
11,80,1.0,1.0,410,3686,4.531610269985825e-12,1.259337481006819e-13,0.0,0,0,0
12,5,0.0,0.0,0,0,95.1306779912517,0.7250370198657923,0.0,0,0,0
12,10,0.0,0.0,0,0,22.658015772001622,0.11856535970958729,0.0,0,0,0
12,20,0.398193359375,0.17560975609756097,72,1559,0.9503264658605927,0.0035572266876006914,0.0,0,0,0
12,40,1.0,1.0,410,3686,0.0002737747398250383,2.4082030264047474e-07,0.0,0,0,0
12,80,1.0,1.0,410,3686,5.025624174902722e-12,8.626837753195628e-13,0.0,0,0,0
13,5,0.0,0.0,0,0,138.02772559500806,0.47849492378313624,0.0,0,0,0
13,10,0.0,0.0,0,0,19.440115843725163,0.02596043868039985,0.0,0,0,0
13,20,0.9423828125,0.7170731707317073,294,3566,0.09073255937633763,0.00020986730739725316,0.0,0,0,0
13,40,1.0,1.0,410,3686,6.470801377095375e-06,7.781572417673204e-09,0.0,0,0,0
13,80,1.0,1.0,410,3686,2.233072903839958e-12,2.160519486808458e-12,7.053348691426633e-13,0,0,0
14,5,0.0,0.0,0,0,104.09963728274248,0.5367890311316725,0.0,0,0,0
14,10,0.0,0.0,0,0,6.909333441491243,0.009035021118050005,0.0,0,0,0
14,20,0.9951171875,0.9804878048780488,402,3674,0.009739932138079494,0.00010657579814541688,0.0,0,0,0
14,40,1.0,1.0,410,3686,2.2151339239578821e-07,1.2846292312317035e-10,0.0,0,0,0
14,80,1.0,1.0,410,3686,2.1126239796291117e-12,2.425836489828618e-12,1.6204910678894812e-12,0,0,0
15,5,0.0,0.0,0,0,87.82434434648519,0.32841161625441256,0.0,0,0,0
15,10,0.0,0.0,0,0,12.891371342466062,0.01685302669611559,0.0,0,0,0
15,20,0.982177734375,0.9219512195121952,378,3645,0.026029124349353245,0.00011241347495724219,0.0,0,0,0
15,40,0.99951171875,0.9975609756097561,409,3685,4.943787505371599e-06,1.1466799940948256e-08,0.0,0,0,0
15,80,1.0,1.0,410,3686,2.5374908485631837e-12,3.6122667331360124e-12,1.8046104428094522e-12,0,0,0
16,5,0.0,0.0,0,0,76.14588449947739,0.3776265849863032,0.0,0,0,0
16,10,0.0,0.0,0,0,14.091882569211723,0.023961209113365124,0.0,0,0,0
16,20,0.95849609375,0.8341463414634146,342,3584,0.12519332421639887,0.00011580046401971754,0.0,0,0,0
16,40,1.0,1.0,410,3686,2.7946302468937237e-06,9.870780685461972e-09,0.0,0,0,0
16,80,1.0,1.0,410,3686,2.9999890242081105e-12,3.5885954915618455e-12,1.4398942737432944e-12,0,0,0
17,5,0.0,0.0,0,0,38.22017155683776,0.9328669397798135,0.0,0,0,0
17,10,0.0,0.0,0,0,9.34006896932767,0.21699770047264139,0.0,0,0,0
17,20,0.78369140625,0.13414634146341464,55,3155,0.5511027425947645,0.002746074977357272,0.0,0,0,0
17,40,0.999267578125,0.9975609756097561,409,3684,0.0002944865002400194,3.36072667109397e-07,0.0,0,0,0
17,80,1.0,1.0,410,3686,5.166973751145806e-12,1.5348063569529233e-12,1.8883197326409008e-14,0,0,0
18,5,0.0,0.0,0,0,69.80272850755338,1.0202765930446667,0.0,0,0,0
18,10,0.0,0.0,0,0,18.8069498320921,0.14887937947734073,0.0,0,0,0
18,20,0.01220703125,0.12195121951219512,50,0,1.3714130757284784,0.006681234809831749,0.0,0,0,0
18,40,0.99951171875,0.9975609756097561,409,3685,0.00021620443003041146,1.1135424438688042e-06,0.0,0,0,0
18,80,1.0,1.0,410,3686,9.902564662838619e-12,7.871065700353985e-13,0.0,0,0,0
19,5,0.0,0.0,0,0,136.50501082510118,0.5606265794557777,0.0,0,0,0
19,10,0.0,0.0,0,0,26.010140746557635,0.034912024278036385,0.0,0,0,0
19,20,0.98095703125,0.8926829268292683,366,3652,0.03765036848509514,0.00013937441065676887,0.0,0,0,0
19,40,1.0,1.0,410,3686,5.79282544913511e-06,7.638447288129203e-09,0.0,0,0,0
19,80,1.0,1.0,410,3686,1.684004626069993e-12,6.5221021720426434e-12,2.993433284646597e-12,0,0,0
20,5,0.0,0.0,0,0,25.043926089283094,0.2547312864477018,0.0,0,0,0
20,10,0.0,0.0,0,0,4.9465545226271,0.045680243855714064,0.0,0,0,0
20,20,0.82861328125,0.32926829268292684,135,3259,0.17492913267799112,0.00032196544156746793,0.0,0,0,0
20,40,1.0,1.0,410,3686,8.19284436472929e-06,5.6656027926340364e-08,0.0,0,0,0
20,80,1.0,1.0,410,3686,3.1647150029788383e-12,1.0746967934889906e-13,0.0,0,0,0
21,5,0.0,0.0,0,0,56.13222546421273,0.6249900262082408,0.0,0,0,0
21,10,0.0,0.0,0,0,19.4855990468056,0.1083796512809875,0.0,0,0,0
21,20,0.00048828125,0.004878048780487805,2,0,1.4883066704330912,0.003451689980388169,0.0,0,0,0
21,40,1.0,1.0,410,3686,0.00015705021906610388,5.959501740819325e-07,0.0,0,0,0
21,80,1.0,1.0,410,3686,1.46013734097614e-11,1.7302218282377385e-13,0.0,0,0,0
22,5,0.0,0.0,0,0,28.370437153968624,0.23633125478517877,0.0,0,0,0
22,10,0.0,0.0,0,0,15.359827658350266,0.14429674701174708,0.0,0,0,0
22,20,0.0,0.0,0,0,2.3372213561898545,0.010124246778804805,0.0,0,0,0
22,40,0.99951171875,0.9975609756097561,409,3685,0.0008918467620276356,1.440687380764683e-06,0.0,0,0,0
