sample,iterations,resolved_fraction,certified_high_recall,certified_high_count,certified_low_count,mean_bound_over_mean_abs_error,relative_l2_correction_error,max_bound_excess_over_error_scale,false_high,false_low,bound_violations
0,5,0.0,0.0,0,0,64.50062727532321,0.7836440839881122,0.0,0,0,0
0,10,0.0,0.0,0,0,9.58372155756215,0.12646230677738113,0.0,0,0,0
0,20,0.87890625,0.5922330097087378,61,839,0.1689024242953196,0.0015840516906008456,0.0,0,0,0
0,40,1.0,1.0,103,921,4.449922820581053e-05,1.4125276862316897e-07,0.0,0,0,0
0,80,1.0,1.0,103,921,1.4923502969721823e-12,1.206637981778394e-13,0.0,0,0,0
1,5,0.0,0.0,0,0,35.158408065411976,0.8723790575221341,0.0,0,0,0
1,10,0.0,0.0,0,0,6.205519661073712,0.0823850052348769,0.0,0,0,0
1,20,0.94140625,0.6796116504854369,70,894,0.08165994834545223,0.000981865609426679,0.0,0,0,0
1,40,1.0,1.0,103,921,1.835553211631915e-05,3.12148462420183e-08,0.0,0,0,0
1,80,1.0,1.0,103,921,1.0252712187500117e-12,1.5635770930310725e-13,0.0,0,0,0
2,5,0.0,0.0,0,0,34.308994480393686,0.698554666120045,0.0,0,0,0
2,10,0.0,0.0,0,0,6.797322931645542,0.0964813216553759,0.0,0,0,0
2,20,0.87890625,0.5825242718446602,60,840,0.1753391772673192,0.0003984758347539072,0.0,0,0,0
2,40,1.0,1.0,103,921,1.4313875745651702e-06,2.067858596542393e-08,0.0,0,0,0
2,80,1.0,1.0,103,921,1.7307431888181733e-12,5.683284318432401e-13,0.0,0,0,0
3,5,0.0,0.0,0,0,69.79770041023009,0.8567374400968089,0.0,0,0,0
3,10,0.0,0.0,0,0,11.791965838735676,0.14930918844702507,0.0,0,0,0
3,20,0.8134765625,0.4368932038834951,45,788,0.37432618556710984,0.0017244911699761053,0.0,0,0,0
3,40,1.0,1.0,103,921,5.702237247692633e-05,3.756556702644899e-07,0.0,0,0,0
3,80,1.0,1.0,103,921,2.148496980539832e-12,5.678843943796604e-14,0.0,0,0,0
4,5,0.0,0.0,0,0,23.14901911107559,0.9356543010557407,0.0,0,0,0
4,10,0.0,0.0,0,0,5.715654578387778,0.11588203445499784,0.0,0,0,0
4,20,0.9228515625,0.6407766990291263,66,879,0.11925598182811008,0.000749820636529364,0.0,0,0,0
4,40,1.0,1.0,103,921,2.12664252890805e-05,1.3088319444893335e-07,0.0,0,0,0
4,80,1.0,1.0,103,921,1.7158101024617666e-12,3.7928839390892493e-13,0.0,0,0,0
5,5,0.0,0.0,0,0,34.85900578858661,0.602687854138126,0.0,0,0,0
5,10,0.0,0.0,0,0,8.328011886299617,0.0907711831239962,0.0,0,0,0
